Author Name,Author Username,Tweet Crea,ted At,Tweet Text,Likes,Retweets,Replies,Quotes,Impressions,Bookmark Count
Sunnysandy,sandiescandy9,4/10/2024,00:01:26+00:00,. So Arizona  has gone back to 1800 abortion laws. The sonzabitches need to phucking d×e ...,0,0,0,0,13,0
Delora OBrien,melcarmine234,4/10/2024,00:01:20+00:00,"Arizona doctors are allowed to provide abortions up to 15 weeks into a pregnancy. Today, the state Supreme Court has banned abortions in almost all cases. It makes no exceptions for rape or incest and makes performing an abortion punishable by two to five years in prison",0,0,0,0,22,0
Irish Jezebel 🔞❤️,irish_jezebel,4/10/2024,00:00:46+00:00,"This Arizona ruling us just unbelievable. So sorry for the suffering and death women and girls will have to endure and sickened that this will be celebrated and weaponised by abusers. This is about controlling women, be under no illusion.",8,1,1,0,188,0
Ana,banANAkeks,4/10/2024,00:00:19+00:00,It’s like their version of Arizona,0,0,0,0,1,0
Nick Robbins,nickrobbins12,4/10/2024,00:00:10+00:00,I swear I am like the last gump to leave Arizona,1,0,1,0,103,0
Fifth Quarter BYU,byu_fq,4/10/2024,00:00:03+00:00,"My early guess at next year’s B12 basketball standings

1 Kansas
2 Houston
3 Arizona
4 BYU
5 Baylor
6 Iowa State
7 West Virginia
8 Texas Tech
9 Oklahoma State
10 Colorado
- NCAA Tourney teams^
11 UCF
12 Kansas State
13 Utah
14 Cincinnati
15 TCU
16 Arizona St",9,0,6,0,641,1
◡̈,aGiantHeadache,4/9/2024,23:59:39+00:00,"I don’t see Arizona trading down to 11 unless the package is crazy. LA on the other hand, that concerns the shit outta me. It’s fine though! We beat the Eagles, we only dropped one spot! That won’t cost us in the long run! Now yall are missing out on Nabers too. No one is happy!",1,0,1,0,57,0
Ross Haywood,DeasonTerah,4/9/2024,23:59:21+00:00,It can't be overstated that one of the Arizona justices who voted to enforce a total ban on abortions is a woman.  Don't just expect that women are automatically going to support other women. A significant number of them support the desires of men over women in all circumstances,1,0,0,1,38,0
The Old Curmudgeon,Pokeycorky,4/9/2024,23:59:12+00:00,"The exact same people ranting about the Arizona Supreme Court Abortion Decision,

Are the exact same people who can’t define a Woman when asked.",0,0,0,0,13,0
Percy,WheresPercy,4/9/2024,23:58:54+00:00,Terrible decision by the Arizona State Supreme Court. This may cost many Republicans from re-election. Arizona legislators need to repeal this abortion band. #ArizonaAbortionBand @abc15 @AzRepublicans @FOX10Phoenix,0,0,0,0,7,0
james tuskes,jtuskes,4/9/2024,23:58:49+00:00,"Make America Great Again means 1864… direct evidence. 

Ironically, on April 9th; GOP standing by a law passed a year before Lee would surrender, 48 years before Arizona would actually become a state and 55 years before women would get the right to vote. 

#StatesRights",0,0,0,0,16,0
The Reverend Mx. AJ White-Wolf,ajwhitewolf,4/9/2024,23:58:35+00:00,"For years, folks have told me I should move to Arizona. Nope, I knew better.",3,0,1,0,60,0
John Yoo,johnyoowrites,4/9/2024,23:58:24+00:00,"Dear Arizona, 

We’re in 2024 not 1864. Time to get out of antiquated laws and progress with the rest of society.",10,4,0,0,115,0
Gerald Williams,GeraldArizona,4/9/2024,23:58:24+00:00,"Arizona Supreme Court case was not about whether women have a right to an abortion. It was about whether passing one law repealed another. The court essentially held that if the legislature wanted to repeal the criminal law, A.R.S. § 13-3603, then it would have done so.",2,0,0,0,19,0
Dr. Abby Johnson,AbbyJohnson,4/9/2024,23:58:06+00:00,"A HUGE win for life in Arizona after the Arizona Supreme Court has ruled that the state's 1864 pre-Roe ban on nearly ALL abortions.

Thousands of babies are going to be saved by this protection over their life. Praise Jesus!",240,39,17,2,4409,1
Hector Trujillo,sdsteeler,4/9/2024,23:57:47+00:00,"1864 Law....when slavery was still a thing and the confederate flag was making its last ditch at succession... 
No exception for rape or incest.... as in what the actual F

Arizona is going to make Florida look like the rose parade come November",4,2,1,0,143,0
Lana 🐶,doxielady_,4/9/2024,23:57:44+00:00,These rulings such as the one from The Supreme Court in Arizona is just more of a reminder for me to keep voting blue!!!,0,0,0,0,10,0
Danny Blanck,Danny_B_____,4/9/2024,23:56:57+00:00,"Trump yesterday: I support states deciding for themselves what to do on abortion. 

Arizona today: reinstates 1864 law banning all abortion without exception for rape, incest, safety of the mother.",0,0,0,0,17,0
leobaby,briasanaa,4/9/2024,23:55:51+00:00,mucho mango is the best arizona flavor hands downnn,0,0,0,0,11,0
RSmith313,ryansmith1984,4/9/2024,23:54:33+00:00,Most of Arizona is red.,0,0,0,0,11,0
Melissa 2024 Edition 🟦🟩🟨🟧🟪,Meltart,4/9/2024,23:54:33+00:00,"Arizona, thank you. You have thrown fuel on a fire, and it will now burn to completion, taking the GOP with it. This is not 1864. Women and the men who support them will never let you forget 2024. We are coming for every single one of you and you will be held accountable.",566,193,44,9,6045,2
Kevin Chad,KevinTheGayGOP,4/9/2024,23:54:20+00:00,Arizona republicans better work to fix the state supreme courts decision or we can count Arizona out as being in play.  Republicans better think long and hard about the reality of zero tolerance abortion bans.  That makes me cringe so know it makes others cringe.,0,0,0,0,22,0
Abu Shmuley جوي ג'ואי,AbuShmuley,4/9/2024,23:54:02+00:00,"300,000 Jewish votes in Pennsylvania, 105,000 Jewish votes in Georgia, 113,000 Jewish votes in Arizona, 105,000 Jewish votes in Michigan, and 75,000 Jewish votes in Nevada.   We, too, can swing an election.  Worry about our votes, Joe.

#worryaboutourvotes  #PresidentBiden",0,0,0,0,26,0
l,StalkerL1ve,4/9/2024,23:53:55+00:00,Fuck the state of Arizona,0,0,0,0,15,0
William,WmKelleyRoddye,4/9/2024,23:53:54+00:00,CNN - Arizona Supreme Court rules state must adhere to century-old law banning nearly all abortions.,7,0,4,0,397,1
yo dad,TravonSchakee,4/9/2024,23:53:42+00:00,Very disappointed with Arizona today,2,0,0,0,81,0
Cameron Arcand,cameron_arcand,4/9/2024,23:53:31+00:00,"NEW: Vice President Kamala Harris called with Arizona Gov. Katie Hobbs after today’s abortion ruling, a spox for the governor tells me.",2,1,0,0,230,0
JC,JC44516960,4/9/2024,23:53:26+00:00,"They aren't trying to take us back to 1950's
They are taking us back to the 1850's
Way to go Arizona",2,1,0,0,27,0
jackson,SQUIDLITCORE,4/9/2024,23:52:55+00:00,what compels someone to live in phoenix arizona,1,0,0,0,92,0
The Old Curmudgeon,Pokeycorky,4/9/2024,23:52:32+00:00,"The Arizona Supreme Court Abortion Decision does not affect one educated responsible person that practices safe sex. 

NOT ONE!",1,0,0,0,16,0
Ali,DilwrAli,4/9/2024,23:52:31+00:00,"While having bad electoral consequences, the abortion ban in Arizona is a huge positive.",0,0,1,0,147,0
Here until Trumps funeral.,bidenaintlyin,4/9/2024,23:52:14+00:00,Has @FoxNews called the 2024 election in Arizona for Biden yet ? 🤔,2,0,0,0,23,0
Blue West,BlueWest18,4/9/2024,23:52:03+00:00,"Tonight, Arizona Republicans are going to party like it's 1864!",1,0,0,0,18,0
Party of Small Government,partyofsmallgvt,4/9/2024,23:51:51+00:00,"What happened in Arizona and the IVF shitshow in Alabama is what will lose Donald Trump this election.

He doesn’t support state’s deciding for themselves, he just doesn’t want to lose.",0,0,0,0,9,0
George brown,georgebrown06,4/9/2024,23:51:34+00:00,What young family would want to settle in Arizona?,0,0,1,0,53,0
Liddle' JirkyRick,jirkyrick,4/9/2024,23:51:32+00:00,"Funny how Republicans ran on trying to get a nationwide total ban on abortion during the midterms, and now that Arizona courts just passed that they are all distancing themselves from it",0,0,0,0,8,0
Jermaine Johnson 🇺🇸,Dr_JLJohnson,4/9/2024,23:50:01+00:00,Just know we tried to warn yall where America was headed when Republicans repealed Roe V Wade. Now Arizona is heading back to the 1800s and it's only a matter of time before other states follow suit. #SCPol #Abortion #RoeVWade,6,1,0,0,260,0
#TEAMTANK 🔥📉PLEASE TRADE MIKE MATHESON🙏😭🙏,HabsWest,4/9/2024,23:48:28+00:00,At this point just BEGGING Arizona to win tonight 😭🙏,0,0,0,0,46,0
Bryce Berry for Georgia HD 56,BerryforGA,4/9/2024,23:48:23+00:00,"From Arizona to Georgia, the freedom of access and the right to an abortion is under attack, hurting poor Black and Brown women the most. @BrianKempGA and @GaRepublicans will stop at nothing to assault our freedoms. I won’t let them win in District 56.

#gapol #BetterWithBerry",13,10,2,0,292,0
Eric the editor 🌎🫂,Editor_of_Eric,4/9/2024,23:48:06+00:00,"Tues news:

- Arizona gonna party like it's 1864

- Women prepare to move the Eff out of Arizona

- NY Post shaming older gentlemen clothing choices because why not

- ZERO: Jim Jordan &amp; I have taken bar exam same number of times

- Audi, Tesla drivers argue over who more dickish",35,7,3,1,839,0
DCC,1972Doc,4/9/2024,23:47:28+00:00,"All those white women from Arizona on the news programs bemoaning their sorry state in Red State AZ, where they voted for Republicans, elected them, and are now getting what they deserve! Next!",0,1,0,0,11,0
Freddie,FrederickGoines,4/9/2024,23:47:17+00:00,"Keep thinking The MAGA ""Republican"" Party won't reinstate Jim Crow Slavery Laws &amp; Segregation in America.
The Florida &amp; Arizona Supreme Courts revealed their True Nature.

Don't be shocked if The Conservative Supreme Court Justices rule Donald J Trump a White Man is LAWLESS.",0,0,0,0,3,0
Sharondipity,SharonS365,4/9/2024,23:47:07+00:00,"Well, Arizona has said the quiet part outloud.  Repuke Christo-fascist don't want to take us back ro the 1950s, they want to take us back to the Antebellum period. A time when only white men had any rights at all.
#WeWontGoBack
#VoteBlueToSaveAmerica",0,0,0,0,8,0
luke,1lukeshamy,4/9/2024,23:46:40+00:00,arizona will play the chicago at home week 1,1,0,1,0,122,0
✨Jazz II✨,hinged2unhinged,4/9/2024,23:45:48+00:00,I was happy to see Arizona tho it reminded me of the good ole episode 🥹,0,0,0,0,31,0
Mohamed,dramemb,4/9/2024,23:45:16+00:00,"Antiwordle #794
  3 guesses

⬛🟨🟨⬛🟨
⬛⬛🟥🟥🟥
🟥🟥🟥🟥🟥

#Arizona
#BidenLostMyVote
#Ramadan",1,0,0,0,12,0
mike garber,garbs,4/9/2024,23:44:10+00:00,Arizona = West Florida,0,0,0,0,23,0
Steve Wuerl,steve_wuerl,4/9/2024,23:44:02+00:00,I guess voters in Arizona and Virginia need to vote out the Gilead supporters! The Supreme Court of Arizona and Governor of Virginia need to be voted out! Let see how moderates vote come November.,1,0,0,0,17,0
Aries Woitas,Aries_woitas,4/9/2024,23:43:29+00:00,When the president is mad so he has to blame trump for something that happened back in Arizona in 1964 😂💀,0,0,0,0,0,0
Erik B,erikbransteen,4/9/2024,23:43:17+00:00,"Republicans are taking America back to 1864.  
when the Republican Party was only 10 years old. 
10 years old.
That means today's Republicans would force the 1864 Republicans to have a baby.
#Arizona #Abortion",1,0,0,0,170,0
MockDraftimus,Coximus,4/9/2024,23:43:04+00:00,"Oh, I see Arizona did Arizona things today",6,1,1,0,233,0
jim,jjrs1968,4/9/2024,23:42:36+00:00,"Arizona voters better rethink Trumps first term
Lied about going to build 500 miles of wall built 12 miles, gave the rich tax breaks not poor or middle class lied about Covid told thousand of lies and still does plus wants to be a dictator",0,0,0,0,6,0
Emm Grossi,Mikaylee1976,4/9/2024,23:42:14+00:00,Straight Men in Arizona that are against Abortion but have paid for Abortions WTF,0,0,0,0,13,0
Statfiends,statfiends,4/9/2024,23:41:25+00:00,Purdue fans outnumbered us and we screamed them out of Arizona. Incredible stuff. Let's go UConn,0,0,0,0,4,0
Byron Lacroix,byronlacroix,4/9/2024,23:41:01+00:00,The Arizona Supreme Court asserted that Dobbs moved the decision making down to the people from the Roe status.  Actually that is really moving it UP TO BIG STATE GOVERNMENT.  It was already at the level of the people: the women who are pregnant.,2,0,0,0,11,0
🔻G a L a L ☄️,Galalscop,4/9/2024,23:40:36+00:00,"USA President .(The spoiled son of Israel) :

 There is no excuse for not meeting the medical and nutritional needs of the people of Gaza and it must be done now

#GazaGenocide
#EidMubarak
#Bellingham
#Arizona
#Etihad
#Saka
#Foden
#Arsenal
#Madrid",0,0,5,0,59,0
Nikon Kovalev,nikonneunzig,4/9/2024,23:40:35+00:00,"Today, Arizona has banned abortion, and that's where we're headed if Trump wins. Vote Joe Biden",0,0,0,0,20,0
Dan Azzaro,dazzaro,4/9/2024,23:40:28+00:00,"Just to be clear: Arizona just reimposed a law from when they weren’t even a state! If you’re a major corporation doing biz in the 21st century , why would you want to be based in a state who wants to be in the 19th century?",1,0,0,0,42,0
Matt Maiocco,MaioccoNBCS,4/9/2024,23:39:58+00:00,"In addition those invited to take part in #49ers local pro day Wednesday, veteran tryouts are expected with QB Kellen Mond (Texas A&amp;M), and TEs Curtis Hodges (Arizona State), Hunter Kampmoyer (Oregon) and Tommy Sweeney (Boston College). Mond was Vikings 3rd-round pick in 2021.",41,8,2,2,16128,1
☆ dee !! 🍊🍓 ☆,fugofictivism,4/9/2024,23:39:52+00:00,manifesting that they play mikufiesta in arizona mikuexpo,0,0,0,0,69,0
PimaAthletics,PimaAthletics,4/9/2024,23:39:29+00:00,(14) Aztecs @BaseballPima drops the second game to (2) Central Arizona College 7-5. The Aztecs are now 35-11 overall and 21-9 in ACCAC conference play. #PimaBaseball #AztecTOUGH,0,0,0,0,146,0
Ty Smith,AFan_ofTruth,4/9/2024,23:39:11+00:00,"MAGA Republicans,

You idiots, you’ve learned nothing.

You’ve lost me, again. 

- Arizona.",0,0,0,0,9,0
ShaniBeeGirl🥰🥰🥰💖💖💖,ShaniBeeGirl,4/9/2024,23:39:07+00:00,"And just like that, #ReproductiveRights in Arizona just got rewound back to 1864. 🤬 you #ArizonaSupremeCourt 😡😡😡 #WomensRightsAreHumanRights",4,1,1,0,76,0
GeorgiaD,GeorgiaDeeMick,4/9/2024,23:39:03+00:00,"ATTENTION WOMEN!!!!!
WE ARE BRING ATTACKED BY THE REPUBLICAN TALIBAN AND THE ORANGE HITLER WANNABE!!
LOOK WHAT HAPPENED IN ARIZONA!!!!😡😡
WOMEN BETTER GET OUT AND VOTE FOR DEMOCRATS!!
 AUTOCRACIES START BY ATTACKING WOMEN AND TAKING AWAY ALL THEIR RIGHTS!
#VoteBlueDownBallot
🌊",3,2,0,0,22,0
Palmetto State Abortion Fund,PSAbortionFund,4/9/2024,23:38:35+00:00,We love you Arizona. 🫶,3,2,0,0,119,0
Immah Not Confused Bey ✨,Charvettebey,4/9/2024,23:38:32+00:00,1864 Arizona law. WTH.  #thereidout,3,2,1,0,52,0
Louis Siffert,LOUIS_SIFFERT,4/9/2024,23:38:28+00:00,Next they will be enforcing a 1542 law requiring women to wear a chastity belt when out of the kitchen. #ArizonaSupremeCourt #RoevemberIsComing #women #arizona,0,0,0,0,16,0
justhere,justhere1008,4/9/2024,23:37:41+00:00,"So everyone,people need to start boycotting @CircleKStores in Arizona,this Canadian company is raising just because they can now ,",0,0,0,0,1,0
Harold ☘️,Nikk1066,4/9/2024,23:37:35+00:00,"I don’t like Kari Lake but her statement on that Arizona abortion law is the best she could do in this situation. It was easy for Republicans to be absolutist on abortion when Roe was in effect, now there’s no way electorally they can defend that law.",1,0,0,0,30,0
Pumpkinman27,Pumpkinman27,4/9/2024,23:37:35+00:00,I hope the women of Arizona are pissed and ready to vote blue all down the ticket. Trump caused this and is proud of it.,0,0,0,0,9,0
🔻G a L a L ☄️,Galalscop,4/9/2024,23:37:26+00:00,"CNN on US officials:

The Biden administration rejected Netanyahu's statement regarding the timing of the #Rafah operation, describing it as a threat motivated by a fragile political position
#America Zero. #Israel 2
#EidMubarak
#Bellingham
#Arizona
#Etihad
#Saka
#Arsenal
#Madrid",0,0,0,0,76,0
van kent,vankent11,4/9/2024,23:37:19+00:00,By installing this 1864 and making today’s new wipes out a woman’s right to vote so now its 1864 in Arizona according to the Arizona Supreme Court,1,0,0,0,13,0
AZyinzer,duquesnemike,4/9/2024,23:36:48+00:00,"We are evidently going back to the 1860's here in Arizona....  Just ordered something through Amazon Prime and the delivery is via the Pony Express .....  Praying they can navigate the hostile natives, bandits, typhoid, and scarlet fever.",0,0,0,0,28,0
Drew #Resist,dashingdrewster,4/9/2024,23:36:47+00:00,If you have a daughter and decide to continue raising her in arizona i question your parenting skills,2,2,0,0,71,0
lesbian intern julie 🤎,exhalesabi,4/9/2024,23:36:44+00:00,the fact that arizona just made abortions illegal unless to save a woman’s life makes me fucking sick. all they are doing is stopping safe abortions from happening. this country is a joke,2,0,1,0,96,0
🔻G a L a L ☄️,Galalscop,4/9/2024,23:36:16+00:00,"CNN:
Many senior officials in the Biden administration considered Netanyahu’s statement that there is no force in the world preventing him from entering Rafah as bravado.
#America Zero.#Israel 1 
#GazaGenocide
#EidMubarak
#Bellingham
#Arizona
#Etihad
#Saka
#Foden
#Arsenal
#Madrid",0,0,0,0,62,0
Matt Jarbo,mjarbo,4/9/2024,23:36:12+00:00,Arizona Supreme Court just basically guaranteed a Biden Victory this November,9,2,6,0,719,0
Biden/Harris 2024,Obama44Ever,4/9/2024,23:35:59+00:00,"I guess it's rather fitting that on this 159th anniversary of General Lee surrendering at Appomattox, and thus ending the Civil War, that we have a very conservative Arizona Supreme Court upholding a law that predates this event in stripping a woman's right to an abortion.",0,0,1,0,52,0
leo,fltwoodsmonster,4/9/2024,23:35:53+00:00,save me arizona green tea help me,3,0,0,0,28,0
nhoustonrich,nhoustonrich,4/9/2024,23:35:07+00:00,"Arizona's top court revived a ban on nearly all abortions under a law from 1864, a half century before statehood and women's suffrage, further restricting reproductive rights in a state where terminating a pregnancy was already barred at 15 weeks of gestation.
1864? GOP Nazis.",0,0,0,0,17,0
Cam,BigStepperCamm,4/9/2024,23:34:51+00:00,Arizona is a terrible place to live,0,0,1,0,32,0
🔻G a L a L ☄️,Galalscop,4/9/2024,23:33:51+00:00,"🔴🟠🟠 Politico on Israeli officials:

 Netanyahu's statements regarding the #Rafah operation are politically motivated

#Personal_interests
#GazaGenocide 
#EidMubarak
#Bellingham
#Arizona
#Etihad
#Saka
#Foden
#Arsenal
#Madrid",0,0,0,0,52,0
Save the Republic from Republicans,rojawi,4/9/2024,23:33:47+00:00,"Arizona women: until Roe is codified as a federal law, carry a gun at all times and if you receive unwanted sexual advances, shoot his dick off.
#WomensFreedom 
#ArizonaSupremeCourt",1,0,0,0,21,0
BrownAndProudTxWoman,MexIcanDO,4/9/2024,23:33:41+00:00,"The War On Women Continues 
#VoteBlue

The Supreme court of Arizona reinstated a 160-year-old abortion ban that makes no exceptions for rape or incest, and makes performing an abortion punishable by two to five years in prison",0,0,0,0,30,0
mommy long legs,idekariel,4/9/2024,23:33:15+00:00,"i live in arizona, of course i’m gonna have a thousand and 1 swim suits",9,0,1,0,253,0
alexia 🍉,alexiavo_,4/9/2024,23:33:11+00:00,a bad day to be from arizona,0,0,0,0,26,0
𝐆𝐚𝐧𝐩𝐲,ganpy,4/9/2024,23:33:06+00:00,Clocks are being reset to 1864 in Arizona.,0,0,0,0,12,0
The Playful Walrus,PlayfulWalrus,4/9/2024,23:32:23+00:00,"I’m pretty sure many laws against murder go back even further than 1850.

Should they be disregarded?

#ArizonaSupremeCourt
#Arizona
#HumanBeings",0,0,0,0,12,0
🔻G a L a L ☄️,Galalscop,4/9/2024,23:32:15+00:00,"- Channel 12, quoting former Israeli intelligence officer Meir Ben-Shabbat: The real disagreement with the Biden administration is over the next stage.

#Personal_interests
#GazaGenocide
#EidMubarak
#Bellingham
#Arizona
#Etihad
#Saka
#Foden
#Arsenal
#Madrid",0,0,5,0,66,0
Heidi VOTES 💙🗳️✊🏾🚺🌈 ⚖️ 🇺🇸🇺🇦,DruniHeidi,4/9/2024,23:31:39+00:00,Arizona:  It‘s not 1864.,26,7,3,0,258,0
Patrick Kane,therealpatkane,4/9/2024,23:31:36+00:00,Biden (probably) wins Arizona now. Georgia I'm still mixed on.,0,0,5,0,39,0
Steve Renner,steve_renner,4/9/2024,23:31:33+00:00,"Had to double check the ole math here, but indeed, among the teams on the 7pm slate tonight the bullpen with the worst Swinging Strike Rate over the last 10 days is Toronto - worse than Colorado &amp; Miami.

The best?  KC, St. Louis, Arizona &amp; The Mets.",0,0,1,0,170,0
Check Mark - The Unofficial Account,Omegama36117904,4/9/2024,23:31:30+00:00,"What is the history of how the 1864 abortion law came into effect since there was no governor until 1929, and Arizona did not become a State until 1912?",0,0,0,0,10,0
Ted Gangi 🟧,tedgangi,4/9/2024,23:31:15+00:00,"When I arrived in Arizona, it was 2024. As I leave, I see it’s 1864. Eclipse notwithstanding.",2,0,0,0,126,0
Ben Berger,BenBergerBaby,4/9/2024,23:31:14+00:00,"Some transfers I would love to see Arizona get The FAU duo who cooked us in vegas, the forward from Utah state , the the duke forward to name a few",0,0,0,0,158,0
van kent,vankent11,4/9/2024,23:31:10+00:00,I can’t believe that the US Supreme Court and the Arizona Supreme Court are ok with little kids being raped and that Doctors get 5 years in prison for doing the abortion and what happens to the little girl after the abortion does the girl get 30 years in prison,0,0,0,0,15,0
HOW㊗️,OnlyOuda,4/9/2024,23:31:04+00:00,grade you and your 3xam ha fly out Arizona why won't ya,0,0,0,0,6,0
JS,cestlah,4/9/2024,23:30:47+00:00,"EVERY Justice on the Arizona Supreme Court was appointed by Republican Governors Doug Ducey and Jan Brewer. 

If you wonder how a pre-Civil War era law could possibly be in effect today, this is how.",0,0,0,0,21,0
voteblue2024🗳️💙🇺🇸🇺🇦🟧🟦🌊,lflorepolitics,4/9/2024,23:30:40+00:00,"Arizona has an all Republican court. 
R’s vote ALL of the time. 
Democrats don’t. 
We will always have draconian laws with Republicans in charge unless people vote. 
The only way for things to change is voting them out! The stakes couldn’t be higher. 
Women~ FFS, WAKE THE F— UP!",32,17,4,0,499,0
Chuck “Parody” Groundhog,only_si_chuck,4/9/2024,23:30:29+00:00,"Breaking:  Arizona reinstates the Tea Importation Act of 1897.  All foreign teas will be banned.

I knew this would happen. I read the tea leaves.",18,2,3,0,197,0
🔻G a L a L ☄️,Galalscop,4/9/2024,23:30:27+00:00,"#Urgent | Channel 12, citing former Israeli intelligence officer Meir Ben-Shabbat: The withdrawal of Israeli forces from the Gaza Strip and the increase in humanitarian aid aims to push towards a new deal.

#EidMubarak
#Bellingham
#Arizona
#Etihad
#Saka
#Foden
#Arsenal
#Madrid",0,0,5,0,61,0
Ronnie Viper,ClappinPucks,4/9/2024,23:30:24+00:00,I don’t know what’s happening behind the scenes but the optics are that Meruelo’s group are not doing their homework on Arizona politics.  #yotes,0,0,1,0,44,0
• 🅿︎🅰︎🆄🅻🅸🅽🅰︎ •,IAm_THEPaulina,4/9/2024,23:30:22+00:00,"Shocked by the Arizona Supreme Court's ruling on the ""1864"" near-total abortion ban. We must continue to advocate for bodily autonomy and access to safe healthcare for all. #ReproductiveRights #ArizonaSupremeCourt #WomensRightsAreHumanRights",16,0,1,0,237,0
PJ O'Neil,pithyPJ,4/9/2024,23:30:19+00:00,"BREAKING NEWS...The MALE fiefdom of Arizonastan have just signed a treaty with the MALE fiefdom of Afghanistan, and have agreed to BAN ALL WOMEN FROM SPEAKING! #ArizonaSupremeCourt #Arizona #abortions #Afghanistan #Taliban",0,0,0,0,20,0
Martin Heinrich,SenatorHeinrich,4/9/2024,23:30:00+00:00,"Today, far right judges in Arizona revived a law from over 160 years ago that bans nearly all abortions — a decision that will undoubtedly strain access in states like New Mexico, where abortion remains legal.",39,15,17,1,2167,0
🔻G a L a L ☄️,Galalscop,4/9/2024,23:29:52+00:00,"Amichai Stein Hebrew page:

Donald Trump: Every Jew who votes for President Biden “does not like Israel”

#GazaGenocide
#EidMubarak
#Bellingham
#Arizona
#Etihad
#Saka
#Foden
#Arsenal
#Madrid",0,0,5,0,54,0
finewoman3💛❤️💙,finewoman,4/9/2024,23:29:40+00:00,"So #Arizona if I have a miscarriage, your state won’t  allow for a D&amp;C? So you won’t allow my OB/GYN to remove the rest of the contents of the miscarriage from my uterus so the remaining contents to rot &amp; die causing me to go into sepsis and die too? #GTFOHArizona",0,0,0,0,9,0
mountainviews,mountainviews,4/9/2024,23:29:39+00:00,"Trump  “supports” the Arizona  near-total abortion ban with no exceptions for health, rape, or incest.

Arizona has on the books 15 week law that was used before ROE. Guess wasn't extreme enough so AZ is using a law enacted before Women could Vote.",0,0,0,0,25,0
yenta,sportsyenta,4/9/2024,23:29:33+00:00,So a law made BEFORE #Arizona became a STATE is upheld!!  THE AZ Supreme Court are UPHOLDING a LAW that was on the books BEFORE the Arizona supreme court was established!! OY To the VEY!! These judges are cracked!,2,0,1,0,351,0
"Natasha Bhuyan, MD, FAAFP",NatashaBhuyan,4/9/2024,23:29:32+00:00,"“I refuse to allow Arizona to become a state where doctors are going to be afraid to practice, to just do their jobs…Women deserve the right to make these decisions on their own.”

Thank you, @SenMarkKelly!",9,1,0,0,355,0
Pam🇺🇦,jpmsyen,4/9/2024,23:28:28+00:00,"Arizona has upheld an 1864 ban on abortion. Women can face a prison term. What the hell has happened to this country? Oh yeah. tRump and republicans happened. Next will be same sex marriage, interracial marriage, further anti LGBTQ+, allowing child labor, restricting voting and",0,0,1,0,35,0
Mike Sheerin,Mike_Sheerin,4/9/2024,23:28:26+00:00,I really hope someone like San Jose or Arizona offer Ryan Lindgren a bag this summer if I’m being honest,0,0,0,0,108,0
Biracial Kitty says #BlackLivesMatter,Gabbiani26,4/9/2024,23:28:09+00:00,"And now ALL the receipts will be showing up in the ads. 

The @AZGOP is too extreme for Arizona. 

Vote blue and remove the extremists from their positions of power if you have to vote R.",2,0,0,0,26,0
Justin Plummer II,jplum2,4/9/2024,23:28:00+00:00,"#Arizona ""The Land Where Time Stood Still"". No surprise #Republican Supreme Court upholds 1864 #abortionban.  #msnbc  #ReidOut #VoteBlue",0,0,0,0,40,0
Sara Marshall,smarshxo,4/9/2024,23:28:00+00:00,I am not happy about being back in Arizona 😭😭,9,0,2,0,406,0
LIBERTY & JUSTICE FOR ALL,terry_sughrue,4/9/2024,23:27:55+00:00,"Kari Lake is a fake, phony, fraud similar to tfg.
Arizona, vote against her again.",1,0,0,0,20,0
Susan Shaughnessy,83_Susan,4/9/2024,23:27:38+00:00,That’s it for me going to Arizona! Not going to put a penny into that economy!!#BoycottArizona,2,0,2,0,15,0
PenJustWrites1,PenJustWrites1,4/9/2024,23:27:32+00:00,"Wild story out of Arizona. The 66 year old woman in this video was attacked and arrested by Federal Marshalls and last month on probation violations from the 1990’s. 

She was chained by her wrists and legs. She was also stripped searched 3 times in Federal jail in front of… https://t.co/fJ1EPQ13Jx",4,1,1,0,593,0
Prince 🇺🇸,KarimX1696315,4/9/2024,23:27:20+00:00,Arizona. You know what to do on Election Day.,0,0,0,0,15,0
Mohamed,dramemb,4/9/2024,23:26:19+00:00,"Wordle 1,026 3/6*
#Arizona
#BidenLostMyVote
#Ramadan

⬜⬜⬜⬜🟨
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",14,0,0,0,41,0
joe Lucas,joeLucas9,4/9/2024,23:26:13+00:00,"#DidYouKnow If you happen to be in Sedona, Arizona and you're looking for a Big Mac, you'll need to head for the turquoise arches instead of the usual golden arches.
Tweeted for:@JennyGoBears",1,0,1,0,13,0
TW Frank,tw_frank4,4/9/2024,23:24:50+00:00,"Women and Girls, victims of Rape and Incest, and pregnancies gone wrong will die. Republicans want Women and Girls to die, otherwise Republicans would protect Women and Girls.

""Arizona""",0,0,1,0,21,0
spikemj8311,spikemj8311,4/9/2024,23:24:34+00:00,Arizona stood up for the most basic human right of them all. Life. The leftist mouthpieces are melting down hard. They're revealing just how evil they are.,0,0,0,0,12,0
KennyDreadfu1,KennyDreadfu1,4/9/2024,23:24:16+00:00,"Just moved out of Arizona in December and after the news today from the AZ Supreme Court, I couldn't be happier to be gone.

Sad to see my home state travel backwards in time rather than forward.",0,0,0,0,13,0
TonyParisi.eth,auradeluxe,4/9/2024,23:24:12+00:00,Arizona can GF,1,0,1,0,179,0
